label,message,spam_type,cleaned_message,spam_type_encoded
ham,Argh why the fuck is nobody in town ;_;,ham,argh fuck nobody town,3
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",general_spam,get lion england tone reply lionm mono lionp poly go www ringtones co uk original n best tone gbp network operator rate apply,2
ham,Thanks. Fills me with complete calm and reassurance!,ham,thanks fill complete calm reassurance,3
ham,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,ham,aslamalaikkum insha allah tohar beeen muht albi mufti mahfuuz meaning,3
ham,Are you driving or training?,ham,driving training,3
ham,Lol for real. She told my dad I have cancer,ham,lol real told dad cancer,3
spam,PRIVATE! Your 2003 Account Statement for 078,general_spam,private account statement,2
ham,"Oops I did have it,  &lt;#&gt; ?",ham,oops lt gt,3
ham,NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?,ham,enufcredeit tocall shall ileave uni get bus yor house,3
ham,"Hi Chikku, send some nice msgs",ham,hi chikku send nice msg,3
ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",ham,impossible argue always treat like sub like never released remind necessary,3
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",ham,work ah den plus lor u workin oso rite den go orchard lor place go liao,3
ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",ham,wonderful okors great month cherish guy wish well day mojibiola,3
ham,Cuz ibored. And don wanna study,ham,cuz ibored wanna study,3
ham,Wot about on wed nite I am 3 then but only til 9!,ham,wot wed nite til,3
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",ham,rose red red blood blood heart heart u u send ti ur friend including u like u get back u r poor relation u need support u r frnd many luvs u praying god marry u try,3
ham,Any way where are you and what doing.,ham,way,3
ham,That sucks. I'll go over so u can do my hair. You'll do it free right?,ham,suck go u hair free right,3
ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt;,ham,still working time also tried adding zero saving checking lt gt,3
ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",ham,hmm dunno leh mayb bag goigng dat small jus anything except perfume smth dat keep,3
ham,Sday only joined.so training we started today:),ham,sday joined training started today,3
ham,Sorry * was at the grocers.,ham,sorry grocer,3
ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,ham,nice pub near frankie n benny near warner cinema,3
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or Â£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, CostÂ£1.50/pm, Max10mins",general_spam,costa del sol holiday await collection call toclaim sae tc pobox stockport sk xh cost pm max min,2
ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book,ham,yup havent want go yoga call book,3
ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,ham,oh shut omg yesterday dream kid boy pissed kid boy even told mark dream changing diaper cause getting owed face,3
ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,ham,yeah imagine would really gentle unlike doc treat patient like turkey,3
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,promotion,free st week nokia tone ur mobile every week txt nokia get txting tell ur mate www getzed co uk pobox w wq norm p tone,8
ham,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,ham,started dont stop pray good idea anything see help guy forward link,3
ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,ham,hi darlin im helen fone im gonna b prince nite please come tb love kate,3
ham,I'm in office now da:)where are you?,ham,office da,3
ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,ham,aiyar u poor thing give u support k jia think u,3
ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,ham,oh unintentionally bad timing great finger train play along give fifteen min warning,3
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth Â£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,promotion,get garden ready summer free selection summer bulb seed worth scotsman saturday stop go notxt co uk,8
ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),ham,k come wenever u lik come also tel vikky come getting free time,3
ham,Pls call me da. What happen.,ham,pls call da happen,3
ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",ham,happy new year u ur family may new year bring happiness stability tranquility ur vibrant colourful life,3
ham,No problem with the renewal. I.ll do it right away but i dont know his details.,ham,problem renewal right away dont know detail,3
ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,ham,idk sitting stop shop parking lot right bawling eye feel like failure everything nobody want feel like failing,3
ham,Haven't left yet so probably gonna be here til dinner,ham,left yet probably gonna til dinner,3
ham,"Like  &lt;#&gt; , same question",ham,like lt gt question,3
ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,ham,new year eve ok went party boyfriend si hey,3
ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",ham,sir need velusamy sir date birth company bank facility detail,3
ham,K k:) sms chat with me.,ham,k k sm chat,3
ham,I will come with karnan car. Please wait till 6pm will directly goto doctor.,ham,come karnan car please wait till pm directly goto doctor,3
ham,No but the bluray player can,ham,bluray player,3
ham,Ok... Then r we meeting later?,ham,ok r meeting later,3
ham,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,ham,lol need cash nitros hurry come crash,3
ham,Just send a text. We'll skype later.,ham,send text skype later,3
ham,Ok leave no need to ask,ham,ok leave need ask,3
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",general_spam,congrats mobile g videophones r call videochat wid ur mate play java game dload polyph music noline rentl bx ip p,2
ham,Ã still got lessons?  Ã in sch?,ham,still got lesson sch,3
ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,ham,dun believe leh tot told true already thk muz c u tog believe,3
ham,Oh did you charge camera,ham,oh charge camera,3
ham,"Iâve got some salt, you can rub it in my open wounds if you like!",ham,got salt rub open wound like,3
ham,Now i'm going for lunch.,ham,going lunch,3
ham,I'm in school now n i'll be in da lab doing some stuff give me a call when Ã¼ r done.,ham,school n da lab stuff give call r done,3
ham,Oh k. . I will come tomorrow,ham,oh k come tomorrow,3
ham,"Aight, text me tonight and we'll see what's up",ham,aight text tonight see,3
ham,U 2.,ham,u,3
ham,Water logging in desert. Geoenvironmental implications.,ham,water logging desert geoenvironmental implication,3
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,ham,raji pls favour pls convey birthday wish nimya pls today birthday,3
ham,Company is very good.environment is terrific and food is really nice:),ham,company good environment terrific food really nice,3
ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u",ham,strange watching nd one bed sweet dream miss u,3
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,promotion,sm auction brand new nokia auction today auction free join take part txt nokia,8
ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please",ham,hi hope u r ok said would text u seen let gently please,3
ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",ham,babe fucking love know fuck good hear voice need crave get enough adore ahmad kiss,3
ham,K sure am in my relatives home. Sms me de. Pls:-),ham,k sure relative home sm de pls,3
ham,I sent them. Do you like?,ham,sent like,3
ham,"Fuuuuck I need to stop sleepin, sup",ham,fuuuuck need stop sleepin sup,3
ham,I'm in town now so i'll jus take mrt down later.,ham,town jus take mrt later,3
ham,I just cooked a rather nice salmon a la you,ham,cooked rather nice salmon la,3
ham,I uploaded mine to Facebook,ham,uploaded mine facebook,3
ham,WHAT TIME U WRKIN?,ham,time u wrkin,3
ham,Okie,ham,okie,3
spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,lottery,ree entry weekly comp chance win ipod txt pod get entry std txt rate c apply detail,5
spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,promotion,record indicate u maybe entitled pound compensation accident claim free reply claim msg stop txt stop,8
ham,"Sorry, I'll call later",ham,sorry call later,3
ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,ham,oh oh den muz change plan liao go back yan jiu,3
ham,"It's wylie, you in tampa or sarasota?",ham,wylie tampa sarasota,3
ham,Ok... Take ur time n enjoy ur dinner...,ham,ok take ur time n enjoy ur dinner,3
ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,ham,darren saying dat u meeting da ge den dun meet dinner co later u leave xy feel awkward den u meet lunch lor,3
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",promotion,spook mob halloween collection logo pic message plus free eerie tone txt card spook zed p per logo pic,8
ham,I like cheap! But iâm happy to splash out on the wine if it makes you feel better..,ham,like cheap happy splash wine make feel better,3
ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,ham,fine difficulty phone work mine pls send another friend request,3
ham,Ugh my leg hurts. Musta overdid it on mon.,ham,ugh leg hurt musta overdid mon,3
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,general_spam,call germany penny per minute call fixed line via access number prepayment direct access www telediscount co uk,2
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or Â£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, CostÂ£1.50/pm, Max10mins",general_spam,costa del sol holiday await collection call toclaim sae tc pobox stockport sk xh cost pm max min,2
ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,ham,wot student discount u get book,3
ham,Me fine..absolutly fine,ham,fine absolutly fine,3
ham,How come she can get it? Should b quite diff to guess rite...,ham,come get b quite diff guess rite,3
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,promotion,mobile mths update free orange latest colour camera mobile unlimited weekend call call mobile upd freefone stoptxt,8
ham,I will reach ur home in  &lt;#&gt;  minutes,ham,reach ur home lt gt minute,3
ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",ham,babe answering see maybe better reboot ym got photo great,3
ham,Hi.what you think about match?,ham,hi think match,3
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",ham,know thinkin malaria relax child cant handle malaria would worse gastroenteritis take enough replace loss temp reduce give malaria med vomit self limiting illness mean day completely stop,3
ham,Dai i downloaded but there is only exe file which i can only run that exe after installing.,ham,dai downloaded exe file run exe installing,3
ham,It is only yesterday true true.,ham,yesterday true true,3
ham,K.k.how is your business now?,ham,k k business,3
ham,3 pa but not selected.,ham,pa selected,3
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,general_spam,natalja f inviting friend reply yes see www sm ac u nat stop send stop frnd,2
ham,I keep ten rs in my shelf:) buy two egg.,ham,keep ten r shelf buy two egg,3
ham,I am late. I will be there at,ham,late,3
ham,Well thats nice. Too bad i cant eat it,ham,well thats nice bad cant eat,3
ham,I accidentally brought em home in the box,ham,accidentally brought em home box,3
ham,Pls she needs to dat slowly or she will vomit more.,ham,pls need dat slowly vomit,3
ham,I have to take exam with in march 3,ham,take exam march,3
ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",ham,jane babe goin wrk feel ill lst nite foned already cover chuck,3
ham,5 nights...We nt staying at port step liao...Too ex,ham,night nt staying port step liao ex,3
ham,If I die I want u to have all my stuffs.,ham,die want u stuff,3
ham,OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX,ham,oh fuck juswoke bed boatin dock slept wid year old spinout giv u da gossip l r xxx,3
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,ham,smile pleasure smile pain smile trouble pours like rain smile sum hurt u smile becoz someone still love see u smiling,3
ham,Prabha..i'm soryda..realy..frm heart i'm sory,ham,prabha soryda realy frm heart sory,3
ham,I re-met alex nichols from middle school and it turns out he's dealing!,ham,met alex nichols middle school turn dealing,3
spam,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,general_spam,private account statement fone show un redeemed point call identifier code expires,2
ham,It means u could not keep ur words.,ham,mean u could keep ur word,3
ham,"Nope, I'm still in the market",ham,nope still market,3
ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,ham,realise busy guy trying bother get exam outta way try car gr day,3
spam,YOU ARE CHOSEN TO RECEIVE A Â£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,general_spam,chosen receive award pls call claim number collect award selected receive valued mobile customer,2
ham,Hey what how about your project. Started aha da.,ham,hey project started aha da,3
ham,Ok cool. See ya then.,ham,ok cool see ya,3
ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,ham,uworld site buying qbank buying self assessment also,3
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,ham,opinion jada kusruthi lovable silent spl character matured stylish simple pls reply,3
spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch,general_spam,someonone know trying contact via dating service find could call mobile landline box sk ch,2
ham,Yeah I can still give you a ride,ham,yeah still give ride,3
ham,"Jay wants to work out first, how's 4 sound?",ham,jay want work first sound,3
ham,"Gud gud..k, chikku tke care.. sleep well gud nyt",ham,gud gud k chikku tke care sleep well gud nyt,3
ham,Its a part of checking IQ,ham,part checking iq,3
ham,Hmm thinking lor...,ham,hmm thinking lor,3
ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,ham,course tease know simply must see grin keep posted prey loving smile devouring kiss,3
ham,thanks for the temales it was wonderful. Thank. Have a great week.,ham,thanks temales wonderful thank great week,3
ham,Thank you princess! I want to see your nice juicy booty...,ham,thank princess want see nice juicy booty,3
ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,ham,eaten day sitting staring juicy pizza eat med ruining life,3
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..,ham,gud ni dear slp well take care swt dream muah,3
ham,U come n search tat vid..not finishd..,ham,u come n search tat vid finishd,3
ham,"K I'm leaving soon, be there a little after 9",ham,k leaving soon little,3
spam,Urgent! Please call 09061213237 from a landline. Â£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,general_spam,urgent please call landline cash holiday await collection c sae po box xy,2
ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",ham,yeah work fine started last week stuff dull easy guy fun,3
ham,You do your studies alone without anyones help. If you cant no need to study.,ham,study alone without anyones help cant need study,3
ham,Please tell me not all of my car keys are in your purse,ham,please tell car key purse,3
ham,I didnt get anything da,ham,didnt get anything da,3
ham,Ok... Sweet dreams...,ham,ok sweet dream,3
ham,Well she's in for a big surprise!,ham,well big surprise,3
ham,"As usual..iam fine, happy &amp; doing well..:)",ham,usual iam fine happy amp well,3
ham,1 in cbe. 2 in chennai.,ham,cbe chennai,3
ham,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,ham,help u swoop picking u wherever ur bird r meeting u want,3
ham,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,ham,anyone call treadmill say buy make sure working found ad craigslist selling lt gt,3
ham,I absolutely LOVE South Park! I only recently started watching the office.,ham,absolutely love south park recently started watching office,3
ham,Did you see that film:),ham,see film,3
ham,Pls speak with me. I wont ask anything other then you friendship.,ham,pls speak wont ask anything friendship,3
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",ham,storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moral one get name person bt girlfrnd g n g h,3
ham,Gud ni8.swt drms.take care,ham,gud ni swt drms take care,3
ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,ham,hi darlin kate u doin somethin tonight im going pub called swan something parent one drink phone u,3
ham,Anything lar then Ã¼ not going home 4 dinner?,ham,anything lar going home dinner,3
ham,"ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx",ham,er enjoyin indian mo yep sall good hehe hows bout u shexy pete xx,3
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",lottery,prize go another customer c www c biz p min polo ltd suite london w j hl please call back busy,5
ham,Did u fix the teeth?if not do it asap.ok take care.,ham,u fix teeth asap ok take care,3
ham,So u wan 2 come for our dinner tonight a not?,ham,u wan come dinner tonight,3
ham,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",ham,hello u u u b moving flat co need arrange pick lamp etc take care hello caroline,3
ham,Its too late:)but its k.wish you the same.,ham,late k wish,3
ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",ham,hi hope ur day good back walk table booked half eight let know ur coming,3
ham,Oh yeah clearly it's my fault,ham,oh yeah clearly fault,3
ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,ham,dunno leh cant remember mayb lor wat time r meeting tmr,3
ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",ham,best msg hard person u know one step foward make u fall love amp one step back ruin ur friendship good night,3
spam,URGENT! Your Mobile number has been awarded with a Â£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,lottery,urgent mobile number awarded prize guaranteed call land line claim valid hr ppm,5
ham,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",ham,helloooo wake sweet morning welcome enjoy day full joy gud mrng,3
ham,"Vikky, come around  &lt;TIME&gt; ..",ham,vikky come around lt time gt,3
ham,"And how you will do that, princess? :)",ham,princess,3
ham,I have gone into get info bt dont know what to do,ham,gone get info bt dont know,3
ham,"Yeah, probably here for a while",ham,yeah probably,3
ham,Sent me ur email id soon,ham,sent ur email id soon,3
spam,"URGENT! You have won a 1 week FREE membership in our Â£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",lottery,urgent week free membership prize jackpot txt word claim c www dbuk net lccltd pobox ldnw rw,5
ham,I'm still pretty weak today .. Bad day ?,ham,still pretty weak today bad day,3
ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,ham,hey forget mine possession property mmm childish smile,3
ham,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),ham,excellent thought misundrstud frnd knw u hate bt day wen u knw truth u hate urself gn,3
ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,ham,hey congrats u id luv ive go home,3
ham,Dear where you. Call me,ham,dear call,3
ham,Xy trying smth now. U eat already? We havent...,ham,xy trying smth u eat already havent,3
spam,Urgent! Please call 09061213237 from landline. Â£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,general_spam,urgent please call landline cash luxury canary island holiday await collection c sae po box xy ppm,2
ham,I donno its in your genes or something,ham,donno gene something,3
spam,XMAS iscoming & ur awarded either Â£500 CD gift vouchers & free entry 2 r Â£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription,lottery,xmas iscoming ur awarded either cd gift voucher free entry r weekly draw txt music tnc www ldew com win ppmx age subscription,5
ham,Alex says he's not ok with you not being ok with it,ham,alex say ok ok,3
ham,Are u coming to the funeral home,ham,u coming funeral home,3
ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,ham,darling sister school resuming minimum wait period reapply take care,3
ham,I.ll hand her my phone to chat wit u,ham,hand phone chat wit u,3
ham,Well good morning mr . Hows london treatin' ya treacle?,ham,well good morning mr hows london treatin ya treacle,3
ham,I can't make it tonight,ham,make tonight,3
ham,At WHAT TIME should i come tomorrow,ham,time come tomorrow,3
ham,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,ham,lt gt buck bank fee fixed better call bank find,3
ham,"I can. But it will tell quite long, cos i haven't finish my film yet...",ham,tell quite long co finish film yet,3
ham,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,ham,pls ask macho much budget bb bold co saw new one lt gt dollar,3
ham,Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?,ham,hi missed call mumhas beendropping red wine theplace adress,3
ham,Ill be at yours in about 3 mins but look out for me,ham,ill min look,3
ham,What you did in  leave.,ham,leave,3
ham,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,ham,coming back thursday yay gonna ok get money cheer oh yeah everything alright hows school call work,3
ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",ham,jolly good way give u ticket sat eve speak x,3
ham,"yeah, that's what I was thinking",ham,yeah thinking,3
ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,ham,k k going tirunelvali week see uncle already spend amount taking dress want money give feb,3
ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,ham,got ur favorite oyster n got favorite sashimi ok lar dun say already wait ur stomach start rumbling,3
ham,My sister going to earn more than me da.,ham,sister going earn da,3
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX Â£1.50,general_spam,get official england poly ringtone colour flag yer mobile tonight game text tone flag optout txt eng stop box w wx,2
ham,Hahaha..use your brain dear,ham,hahaha use brain dear,3
ham,Jus finish watching tv... U?,ham,jus finish watching tv u,3
ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",ham,k fyi back parent place south tampa might need deal somewhere else,3
ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",ham,good morning love go sleep wish great day full feeling better opportunity last thought babe love kiss,3
ham,Kothi print out marandratha.,ham,kothi print marandratha,3
ham,But we havent got da topic yet rite?,ham,havent got da topic yet rite,3
ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,ham,ok problem yup going sch rem correctly,3
ham,"Thanks, I'll keep that in mind",ham,thanks keep mind,3
ham,Aah bless! How's your arm?,ham,aah bless arm,3
ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",ham,dear sir salam alaikkum pride pleasure meeting today tea shop pleased send contact number qatar rakhesh indian pls save number respectful regard,3
ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",ham,gal n boy walking park gal hold ur hand boy u think would run away gal jst wana c feel walking heaven prince gn,3
ham,What makes you most happy?,ham,make happy,3
ham,Wishing you a wonderful week.,ham,wishing wonderful week,3
ham,Sweet heart how are you?,ham,sweet heart,3
ham,"Sir, waiting for your letter.",ham,sir waiting letter,3
ham,Dude im no longer a pisces. Im an aquarius now.,ham,dude im longer pisces im aquarius,3
ham,X course it 2yrs. Just so her messages on messenger lik you r sending me,ham,x course yr message messenger lik r sending,3
ham,I think steyn surely get one wicket:),ham,think steyn surely get one wicket,3
ham,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",ham,neither sterm voice studying fine sure thing resolved tho anyway fab hols,3
ham,"Garbage bags, eggs, jam, bread, hannaford wheat chex",ham,garbage bag egg jam bread hannaford wheat chex,3
ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,ham,pride almost lt gt year old takin money kid supposed deal stuff grownup stuff tell,3
ham,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,ham,sound better evening im costume im sure time finish tomorrow txt end,3
ham,My birthday is on feb  &lt;#&gt;  da. .,ham,birthday feb lt gt da,3
ham,So when do you wanna gym?,ham,wanna gym,3
ham,You'd like that wouldn't you? Jerk!,ham,like jerk,3
ham,Are u awake? Is there snow there?,ham,u awake snow,3
ham,And of course you should make a stink!,ham,course make stink,3
spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",promotion,u r subscribed textcomp wkly comp st wk free question follows subsequent wks charged p msg unsubscribe txt stop custcare,8
ham,No go. No openings for that room 'til after thanksgiving without an upcharge.,ham,go opening room til thanksgiving without upcharge,3
ham,When you guys planning on coming over?,ham,guy planning coming,3
ham,Wat Ã¼ doing now?,ham,wat,3
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham,parent kidz friend n colleague screaming surprise waiting sofa naked,3
ham,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,ham,sir hr trip bus last week another audition next wednesday think might drive time,3
ham,Do I? I thought I put it back in the box,ham,thought put back box,3
ham,I'm home...,ham,home,3
ham,No one interested. May be some business plan.,ham,one interested may business plan,3
